step,phase,mode,robots_alive,sigma,lambda2,leak_x,leak_y,agreed_x,agreed_y
0,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
1,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
2,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
3,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
4,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
5,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
6,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
7,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
8,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
9,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
10,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
11,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
12,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
13,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
14,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
15,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
16,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
17,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
18,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
19,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
20,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
21,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
22,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
23,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
24,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
25,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
26,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
27,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
28,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
29,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
30,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
31,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
32,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
33,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
34,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
35,MONITORING,Hazard Localization,5,,1.9999999999999991,,,,
