step,phase,mode,robots_alive,sigma,lambda2,leak_x,leak_y,agreed_x,agreed_y
0,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
1,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
2,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
3,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
4,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
5,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
6,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
7,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
8,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
9,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
10,MONITORING,Hazard Localization,5,,1.5857864376269044,,,,
11,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
12,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
13,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
14,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
15,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
16,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
17,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
18,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
19,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
20,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
21,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
22,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
23,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
24,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
25,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
26,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
27,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
28,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
29,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
30,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
31,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
32,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
33,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
34,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
35,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
36,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
37,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
38,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
39,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
40,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
41,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
42,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
43,MONITORING,Hazard Localization,5,,0.9999999999999993,,,,
44,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
45,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
46,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
47,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
48,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
49,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
50,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
51,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
52,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
53,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
54,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
55,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
56,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
57,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
58,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
59,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
60,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
61,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
62,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
63,MONITORING,Hazard Localization,5,,0.5188056959079844,,,,
64,MONITORING,Hazard Localization,5,,0.8299135133739655,,,,
65,MONITORING,Hazard Localization,5,,0.8299135133739655,,,,
66,MONITORING,Hazard Localization,5,,0.8299135133739655,,,,
