# Simulation started at Sat Jun 27 23:26:38 2026
[t=    0] INIT               5 robots, map 900x600, obstacles=off, sources=1
[t=    0] MODE               entered Hazard Localisation
[t=  199] PHASE              MONITOR → LEAK
[t=  199] LEAK_START         new leak at (150, 182)
[t=  200] DETECT             0/3 located the leak  λ₂=0.00
[t=  228] DETECT             1/3 located the leak  λ₂=0.00
[t=  240] DETECT             1/3 located the leak  λ₂=0.00
[t=  300] DETECT             1/3 located the leak  λ₂=0.00
[t=  360] DETECT             1/3 located the leak  λ₂=0.00
[t=  420] DETECT             1/3 located the leak  λ₂=0.00
[t=  480] DETECT             1/3 located the leak  λ₂=0.00
[t=  540] DETECT             1/3 located the leak  λ₂=0.00
[t=  600] DETECT             1/3 located the leak  λ₂=0.00
[t=  660] DETECT             1/3 located the leak  λ₂=0.00
