seed,completed,t_leak,t_first_det,t_consensus,t_reported,patrol_steps,investigate_steps,fuse_steps,total_steps,err_x,err_y,err,in_tolerance_50,in_tolerance_25,lam2_mean,lam2_min,lam2_zero_pct,comm_radius,exploration,n_degraded,robots_alive_end,condition
5003,True,280,281,397,623,1,116,226,343,-2.8949461545579425,-14.609725534005861,14.893783717268512,True,True,1.6941448194950541,0.0,48.97959183673469,350,lloyd,2,5,k=2 degraded
5004,True,280,347,438,468,67,91,30,188,7.6538693930293675,3.5250258422808827,8.42659622115002,True,True,0.24253104864738306,0.0,66.48936170212765,350,lloyd,2,5,k=2 degraded
5005,True,280,360,503,810,80,143,307,530,0.32748439354929815,-4.706720004666209,4.718099111966962,True,True,1.5222787248051108,0.0,58.867924528301884,350,lloyd,2,5,k=2 degraded
5006,True,280,341,493,529,61,152,36,249,13.822414671872309,6.030520527661878,15.080660635255411,True,True,0.0807744344395497,-2.419802882568997e-16,90.76305220883535,350,lloyd,2,5,k=2 degraded
5007,True,280,318,447,477,38,129,30,197,0.389603138972916,-2.3297965061526043,2.362147828984975,True,True,0.437056228637808,0.0,50.76142131979695,350,lloyd,2,5,k=2 degraded
5008,True,280,477,621,675,197,144,54,395,0.06528112661942487,-4.8965473050438675,4.896982452084657,True,True,0.30001084699969416,0.0,73.67088607594937,350,lloyd,2,5,k=2 degraded
5009,True,280,441,705,735,161,264,30,455,-3.393731098339572,-4.58860975871977,5.70725418092233,True,True,0.12395852771734688,0.0,73.84615384615384,350,lloyd,2,5,k=2 degraded
5000,True,280,319,431,704,39,112,273,424,12.015818740740087,20.369203786288523,23.649193705022405,True,True,1.5289594120669743,0.0,41.27358490566038,350,lloyd,3,5,k=3 degraded
5001,True,280,289,544,574,9,255,30,294,5.040709896435828,-0.10601968236181847,5.041824712648606,True,True,0.2257716752758389,-2.4180485668353657e-16,64.62585034013605,350,lloyd,3,5,k=3 degraded
5002,True,280,308,571,601,28,263,30,321,4.509723619766135,-0.17598773917751487,4.513156191737372,True,True,1.1551725298292557e-17,0.0,100.0,350,lloyd,3,5,k=3 degraded
5003,True,280,652,826,1159,372,174,333,879,-13.036649281612426,-4.847656683806747,13.908774202488946,True,True,1.078252349412158,-1.3242860820930834e-16,65.98407281001138,350,lloyd,3,5,k=3 degraded
5004,False,280,346,410,,66,64,,,,,,False,False,4.584442866600557,0.0,5.967741935483871,350,lloyd,3,5,k=3 degraded
5005,False,280,338,754,,58,416,,,,,,False,False,4.296960671432529,0.0,11.505376344086022,350,lloyd,3,5,k=3 degraded
5006,True,280,349,707,953,69,358,246,673,6.445711836709847,-3.4007046767142413,7.2877975671753905,True,True,0.8160912110106211,0.0,58.24665676077266,350,lloyd,3,5,k=3 degraded
5007,True,280,281,441,478,1,160,37,198,5.448787908242366,2.6115256374324645,6.042297230687618,True,True,0.8970344156173564,0.0,56.06060606060606,350,lloyd,3,5,k=3 degraded
5008,True,280,398,458,612,118,60,154,332,-9.821238680043336,-4.671341768486769,10.8755764503951,True,True,1.8734452060905495,0.0,31.02409638554217,350,lloyd,3,5,k=3 degraded
5009,True,280,577,898,1042,297,321,144,762,8.500836264164718,-10.872559006124447,13.801331694144437,True,True,0.043730376351592,0.0,92.25721784776903,350,lloyd,3,5,k=3 degraded
